bhk,type,area,region,status,age, Final_price , Price_per_sqft 
2,2,482,151,2,1,"18,50,000.00","3,838.17"
2,2,482,151,2,1,"18,50,000.00","3,838.17"
1,2,381,151,2,1,"14,10,000.00","3,700.79"
1,2,381,151,2,1,"14,10,000.00","3,700.79"
1,2,404,151,2,1,"16,20,000.00","4,009.90"
1,2,404,151,2,1,"16,20,000.00","4,009.90"
1,2,380,151,2,1,"14,10,000.00","3,710.53"
1,2,380,151,2,1,"14,10,000.00","3,710.53"
1,2,339,39,1,1,"27,52,000.00","8,117.99"
1,2,339,39,1,1,"27,52,000.00","8,117.99"
1,2,650,5,1,1,"56,00,000.00","8,615.38"
2,2,750,27,2,1,"85,00,000.00","11,333.33"
2,2,1165,27,2,1,"79,00,000.00","6,781.12"
1,2,690,27,2,1,"52,00,000.00","7,536.23"
2,2,1645,27,1,2,"90,00,000.00","5,471.12"
2,2,1320,27,1,2,"1,15,00,000.00","8,712.12"
2,2,1250,27,1,2,"88,00,000.00","7,040.00"
2,2,1250,27,1,2,"78,00,000.00","6,240.00"
3,2,1850,27,1,2,"1,49,00,000.00","8,054.05"
2,2,1350,27,1,2,"1,15,00,000.00","8,518.52"
3,2,1760,27,1,2,"1,55,00,000.00","8,806.82"
3,2,1800,27,1,2,"1,70,00,000.00","9,444.44"
2,2,1105,27,1,2,"1,00,00,000.00","9,049.77"
3,2,1650,27,1,2,"1,25,00,000.00","7,575.76"
2,2,1250,27,1,1,"90,00,000.00","7,200.00"
3,2,1650,27,1,1,"1,55,00,000.00","9,393.94"
1,2,555,5,2,1,"48,00,000.00","8,648.65"
1,2,555,5,2,1,"48,50,000.00","8,738.74"
2,2,900,27,1,1,"88,00,000.00","9,777.78"
2,2,1165,27,1,1,"95,00,000.00","8,154.51"
1,2,560,27,1,1,"45,00,000.00","8,035.71"
2,2,1165,27,1,1,"92,00,000.00","7,897.00"
1,2,700,27,1,1,"58,00,000.00","8,285.71"
1,2,700,27,1,1,"55,00,000.00","7,857.14"
2,2,1165,27,1,1,"1,05,00,000.00","9,012.88"
1,2,700,27,1,1,"55,00,000.00","7,857.14"
2,2,1165,27,1,1,"90,00,000.00","7,725.32"
2,2,1165,27,1,1,"90,00,000.00","7,725.32"
2,2,1165,27,1,1,"91,00,000.00","7,811.16"
2,2,1000,27,1,1,"79,00,000.00","7,900.00"
3,2,1650,27,1,1,"1,70,00,000.00","10,303.03"
2,2,1000,27,1,1,"1,15,00,000.00","11,500.00"
2,2,1105,27,1,1,"95,00,000.00","8,597.29"
2,2,1000,27,1,2,"1,15,00,000.00","11,500.00"
2,2,1165,27,1,2,"1,05,00,000.00","9,012.88"
2,2,1105,27,1,2,"1,05,00,000.00","9,502.26"
1,2,510,27,1,2,"75,00,000.00","14,705.88"
1,2,650,77,1,1,"55,70,000.00","8,569.23"
3,2,1390,5,1,1,"1,15,00,000.00","8,273.38"
3,2,1700,27,1,1,"1,25,00,000.00","7,352.94"
2,2,1230,27,1,2,"93,00,000.00","7,560.98"
2,2,1220,27,1,1,"85,00,000.00","6,967.21"
2,2,1160,27,2,1,"82,00,000.00","7,068.97"
2,2,1110,27,1,2,"98,00,000.00","8,828.83"
3,2,1650,27,1,2,"1,30,00,000.00","7,878.79"
2,2,1220,27,1,2,"1,00,00,000.00","8,196.72"
2,2,1150,152,1,2,"85,00,000.00","7,391.30"
3,2,1350,27,1,2,"95,00,000.00","7,037.04"
2,2,1190,27,1,2,"90,00,000.00","7,563.03"
2,2,1040,27,1,2,"99,00,000.00","9,519.23"
1,2,730,27,1,2,"55,00,000.00","7,534.25"
2,2,1100,27,1,2,"90,00,000.00","8,181.82"
2,2,1050,27,1,2,"90,00,000.00","8,571.43"
2,2,1040,27,1,2,"94,00,000.00","9,038.46"
3,2,1650,27,1,2,"1,25,00,000.00","7,575.76"
2,2,1250,27,1,2,"1,00,00,000.00","8,000.00"
2,2,1250,27,1,2,"1,05,00,000.00","8,400.00"
2,2,1100,27,1,2,"88,00,000.00","8,000.00"
2,2,1210,27,1,2,"95,00,000.00","7,851.24"
2,2,1220,27,1,2,"95,00,000.00","7,786.89"
3,2,1350,8,1,2,"2,40,00,000.00","17,777.78"
2,2,950,53,1,2,"64,99,000.00","6,841.05"
2,2,850,53,1,2,"56,00,000.00","6,588.24"
3,2,1150,53,1,2,"89,99,000.00","7,825.22"
2,2,1100,5,1,2,"85,00,000.00","7,727.27"
2,2,950,5,1,2,"91,00,000.00","9,578.95"
2,2,1650,62,1,2,"3,40,00,000.00","20,606.06"
2,2,850,37,2,1,"57,00,000.00","6,705.88"
1,2,410,9,2,1,"21,00,000.00","5,121.95"
1,2,385,9,2,1,"20,00,000.00","5,194.81"
2,2,950,9,2,1,"37,00,000.00","3,894.74"
1,2,700,9,2,1,"29,00,000.00","4,142.86"
1,2,400,55,2,1,"30,00,000.00","7,500.00"
2,2,550,43,2,1,"38,00,000.00","6,909.09"
1,2,444,53,2,1,"30,00,000.00","6,756.76"
2,2,570,9,2,1,"30,00,000.00","5,263.16"
1,2,400,9,2,1,"22,00,000.00","5,500.00"
1,2,700,9,2,1,"28,50,000.00","4,071.43"
1,2,410,43,2,1,"25,00,000.00","6,097.56"
2,2,570,9,2,1,"39,00,000.00","6,842.11"
1,2,400,55,2,1,"31,00,000.00","7,750.00"
2,2,570,9,2,1,"29,00,000.00","5,087.72"
4,2,1850,13,2,1,"3,30,00,000.00","17,837.84"
4,2,1862,66,2,1,"5,79,00,000.00","31,095.60"
3,2,1378,66,2,1,"4,29,00,000.00","31,132.08"
2,2,919,66,2,1,"2,99,00,000.00","32,535.36"
3,2,1500,17,1,2,"2,65,00,000.00","17,666.67"
1,2,750,71,1,1,"67,00,000.00","8,933.33"
2,2,900,27,1,2,"1,14,00,000.00","12,666.67"
2,2,590,27,1,1,"90,00,000.00","15,254.24"
1,2,590,27,1,1,"65,00,000.00","11,016.95"
1,2,590,27,1,2,"52,00,000.00","8,813.56"
1,2,610,27,1,2,"63,00,000.00","10,327.87"
2,2,1230,27,1,1,"92,00,000.00","7,479.67"
3,2,1530,27,1,2,"1,27,00,000.00","8,300.65"
1,2,715,27,1,2,"60,00,000.00","8,391.61"
2,2,1220,27,1,2,"1,25,00,000.00","10,245.90"
1,2,680,27,1,2,"48,00,000.00","7,058.82"
2,2,1180,27,1,1,"98,00,000.00","8,305.08"
2,2,1180,27,2,1,"88,00,000.00","7,457.63"
2,2,1120,27,1,2,"85,00,000.00","7,589.29"
2,2,1240,27,1,2,"1,10,00,000.00","8,870.97"
2,2,1205,27,1,1,"1,05,00,000.00","8,713.69"
1,2,715,27,1,2,"53,00,000.00","7,412.59"
2,2,1215,27,1,1,"93,00,000.00","7,654.32"
3,2,1560,27,1,1,"1,40,00,000.00","8,974.36"
2,2,1210,27,1,1,"96,00,000.00","7,933.88"
2,2,1120,27,1,1,"89,50,000.00","7,991.07"
1,2,710,27,1,1,"57,00,000.00","8,028.17"
2,2,1280,27,1,1,"92,00,000.00","7,187.50"
3,2,1650,27,1,1,"1,65,00,000.00","10,000.00"
2,2,1350,27,1,1,"1,22,00,000.00","9,037.04"
3,2,1610,27,1,1,"1,55,00,000.00","9,627.33"
2,2,1105,27,2,1,"75,00,000.00","6,787.33"
3,2,1520,27,1,2,"1,18,00,000.00","7,763.16"
2,2,1120,27,1,2,"89,00,000.00","7,946.43"
2,2,1080,27,1,2,"89,00,000.00","8,240.74"
2,2,1080,27,1,2,"82,00,000.00","7,592.59"
1,1,715,27,1,2,"58,00,000.00","8,111.89"
2,2,1210,27,1,1,"1,09,00,000.00","9,008.26"
3,2,1850,27,1,1,"1,49,00,000.00","8,054.05"
3,2,1710,27,1,1,"1,49,00,000.00","8,713.45"
2,2,1250,27,1,1,"1,15,00,000.00","9,200.00"
3,2,1680,27,1,1,"1,49,00,000.00","8,869.05"
2,2,1110,27,1,2,"99,00,000.00","8,918.92"
2,2,1250,27,1,1,"1,02,00,000.00","8,160.00"
2,2,1145,27,2,1,"85,00,000.00","7,423.58"
2,2,1120,27,1,1,"1,10,00,000.00","9,821.43"
2,2,1120,27,1,1,"1,10,00,000.00","9,821.43"
3,2,1450,27,1,1,"1,30,00,000.00","8,965.52"
2,2,1150,27,1,1,"1,02,00,000.00","8,869.57"
3,2,1600,27,1,1,"1,35,00,000.00","8,437.50"
3,2,1655,27,1,1,"1,55,00,000.00","9,365.56"
2,2,1180,27,1,2,"90,00,000.00","7,627.12"
3,2,1650,27,1,2,"1,25,00,000.00","7,575.76"
2,2,1140,27,2,1,"88,00,000.00","7,719.30"
2,2,1105,27,1,2,"90,00,000.00","8,144.80"
2,2,1180,27,1,2,"1,02,00,000.00","8,644.07"
2,2,1130,27,1,1,"83,00,000.00","7,345.13"
1,2,690,27,2,1,"55,00,000.00","7,971.01"
3,2,1650,27,1,1,"1,65,00,000.00","10,000.00"
2,2,1120,27,1,1,"85,00,000.00","7,589.29"
2,2,1120,27,1,1,"79,00,000.00","7,053.57"
2,2,1050,27,1,1,"78,00,000.00","7,428.57"
1,2,710,27,2,1,"58,00,000.00","8,169.01"
2,2,1125,27,2,1,"86,00,000.00","7,644.44"
2,2,1150,27,1,2,"92,00,000.00","8,000.00"
2,2,1180,27,1,1,"86,00,000.00","7,288.14"
1,2,705,27,1,1,"65,00,000.00","9,219.86"
3,2,1680,27,1,1,"1,49,00,000.00","8,869.05"
2,2,1350,27,1,1,"1,10,00,000.00","8,148.15"
2,2,1075,27,1,2,"80,00,000.00","7,441.86"
2,2,1105,27,1,1,"92,00,000.00","8,325.79"
1,2,695,27,2,1,"56,00,000.00","8,057.55"
2,2,1180,27,2,1,"90,00,000.00","7,627.12"
2,2,1250,27,1,1,"1,15,00,000.00","9,200.00"
1,2,710,27,1,2,"52,00,000.00","7,323.94"
2,2,1105,27,2,1,"1,10,00,000.00","9,954.75"
1,2,695,27,1,2,"56,00,000.00","8,057.55"
1,2,690,27,1,2,"57,00,000.00","8,260.87"
1,2,680,27,1,2,"59,00,000.00","8,676.47"
2,2,977,13,2,1,"2,50,00,000.00","25,588.54"
2,2,1000,43,1,2,"2,15,00,000.00","21,500.00"
4,2,2400,6,1,1,"12,00,00,000.00","50,000.00"
4,2,2400,6,1,1,"12,50,00,000.00","52,083.33"
4,2,2600,6,1,1,"10,85,00,000.00","41,730.77"
2,2,854,6,1,1,"3,90,00,000.00","45,667.45"
2,2,864,6,1,1,"3,75,00,000.00","43,402.78"
2,2,865,6,1,1,"4,00,00,000.00","46,242.77"
4,2,2400,6,1,1,"12,00,00,000.00","50,000.00"
2,2,890,27,1,1,"80,00,000.00","8,988.76"
2,2,910,27,1,1,"76,00,000.00","8,351.65"
3,2,1390,5,1,1,"1,17,00,000.00","8,417.27"
3,2,1390,5,1,1,"1,16,00,000.00","8,345.32"
3,2,1145,139,1,1,"4,23,00,000.00","36,943.23"
2,2,1050,17,1,2,"1,98,00,000.00","18,857.14"
2,2,705,19,1,2,"1,50,00,000.00","21,276.60"
4,2,3011,20,1,1,"8,50,00,000.00","28,229.82"
2,2,887,13,2,1,"1,78,00,000.00","20,067.64"
2,2,650,23,2,1,"50,00,000.00","7,692.31"
1,2,500,23,2,1,"32,00,000.00","6,400.00"
1,2,550,48,1,2,"1,20,00,000.00","21,818.18"
3,2,1580,27,1,2,"1,20,00,000.00","7,594.94"
3,2,1555,27,1,2,"1,40,00,000.00","9,003.22"
2,2,1160,27,1,2,"1,50,00,000.00","12,931.03"
2,2,1200,27,1,2,"1,25,00,000.00","10,416.67"
2,2,1080,27,2,2,"84,00,000.00","7,777.78"
2,2,1065,27,1,2,"93,00,000.00","8,732.39"
2,2,1065,27,1,2,"95,00,000.00","8,920.19"
2,2,1065,27,1,1,"95,00,000.00","8,920.19"
2,2,1065,27,1,2,"1,25,00,000.00","11,737.09"
3,2,1065,27,1,2,"1,00,00,000.00","9,389.67"
1,2,1104,27,1,1,"56,00,000.00","5,072.46"
1,2,1107,113,1,2,"70,00,000.00","6,323.40"
1,2,590,27,1,1,"48,00,000.00","8,135.59"
2,2,994,27,2,1,"88,00,000.00","8,853.12"
2,2,1160,27,2,1,"89,00,000.00","7,672.41"
1,2,690,27,2,1,"46,50,000.00","6,739.13"
2,2,1065,152,1,2,"82,00,000.00","7,699.53"
3,2,1625,27,1,2,"1,65,00,000.00","10,153.85"
2,2,1065,27,1,2,"1,05,00,000.00","9,859.15"
1,2,590,27,1,2,"55,00,000.00","9,322.03"
3,2,1625,27,1,2,"90,00,000.00","5,538.46"
1,2,560,27,2,1,"45,00,000.00","8,035.71"
3,2,1550,27,1,2,"1,35,00,000.00","8,709.68"
1,2,1106,27,1,1,"70,00,000.00","6,329.11"
1,2,590,27,1,1,"55,00,000.00","9,322.03"
2,2,1165,27,1,1,"72,00,000.00","6,180.26"
3,2,1625,27,1,1,"1,60,00,000.00","9,846.15"
2,2,1101,27,1,1,"90,00,000.00","8,174.39"
2,2,1106,27,1,1,"88,00,000.00","7,956.60"
1,2,685,27,2,1,"53,00,000.00","7,737.23"
1,2,610,27,1,2,"65,00,000.00","10,655.74"
1,2,610,27,1,1,"51,00,000.00","8,360.66"
1,2,590,27,1,1,"45,00,000.00","7,627.12"
2,2,910,27,1,1,"95,00,000.00","10,439.56"
2,2,1000,27,1,1,"85,00,000.00","8,500.00"
3,2,1650,27,1,1,"1,48,00,000.00","8,969.70"
2,2,1165,27,1,1,"1,13,00,000.00","9,699.57"
1,2,725,5,1,2,"55,60,000.00","7,668.97"
2,2,1105,33,2,1,"75,00,000.00","6,787.33"
1,2,600,26,2,1,"60,00,000.00","10,000.00"
1,2,650,33,2,1,"49,99,000.00","7,690.77"
3,2,1250,26,2,1,"1,20,00,000.00","9,600.00"
2,2,1000,26,2,1,"95,00,000.00","9,500.00"
2,2,1150,27,1,1,"88,00,000.00","7,652.17"
1,2,650,5,2,1,"55,00,000.00","8,461.54"
3,2,1390,5,1,1,"1,17,00,000.00","8,417.27"
1,2,740,71,2,1,"58,05,000.00","7,844.59"
1,2,769,5,2,1,"59,98,000.00","7,799.74"
2,2,1220,27,1,2,"93,00,000.00","7,622.95"
3,2,1580,27,1,2,"1,40,00,000.00","8,860.76"
2,2,1190,27,1,2,"92,00,000.00","7,731.09"
2,2,1250,27,2,1,"88,00,000.00","7,040.00"
1,2,705,27,1,2,"59,00,000.00","8,368.79"
2,2,1250,27,1,1,"1,08,00,000.00","8,640.00"
2,2,1013,5,2,1,"81,25,000.00","8,020.73"
2,2,1135,71,2,1,"90,45,000.00","7,969.16"
1,2,665,71,1,1,"49,87,000.00","7,499.25"
3,2,1400,5,1,1,"1,21,00,000.00","8,642.86"
1,2,780,5,2,1,"59,28,000.00","7,600.00"
1,2,788,5,1,2,"57,52,000.00","7,299.49"
1,2,523,2,1,2,"30,50,000.00","5,831.74"
2,2,840,5,2,1,"82,00,000.00","9,761.90"
2,2,1024,5,1,1,"1,18,00,000.00","11,523.44"
2,2,1050,26,1,2,"85,00,000.00","8,095.24"
1,2,650,18,2,1,"65,00,000.00","10,000.00"
3,2,1088,3,1,2,"3,25,00,000.00","29,871.32"
2,2,950,15,1,2,"72,00,000.00","7,578.95"
2,2,1060,71,1,2,"95,00,000.00","8,962.26"
2,2,980,71,1,2,"95,00,000.00","9,693.88"
3,2,1390,5,1,1,"1,17,00,000.00","8,417.27"
1,2,506,41,2,1,"77,00,000.00","15,217.39"
2,2,784,44,2,1,"1,62,00,000.00","20,663.27"
2,2,723,44,2,1,"1,17,00,000.00","16,182.57"
1,2,497,44,2,1,"75,00,000.00","15,090.54"
1,2,474,35,2,1,"1,40,00,000.00","29,535.86"
1,2,369,35,2,1,"1,10,00,000.00","29,810.30"
3,2,1021,35,2,1,"3,06,00,000.00","29,970.62"
2,2,779,35,2,1,"2,33,00,000.00","29,910.14"
2,2,563,35,2,1,"1,68,00,000.00","29,840.14"
1,2,600,5,2,1,"51,25,000.00","8,541.67"
2,2,1050,5,1,1,"78,75,000.00","7,500.00"
1,2,685,5,2,1,"52,74,000.00","7,699.27"
3,2,1386,5,2,1,"1,10,00,000.00","7,936.51"
1,2,720,5,1,1,"53,00,000.00","7,361.11"
1,2,394,5,2,1,"75,00,000.00","19,035.53"
2,2,999,5,1,1,"78,02,000.00","7,809.81"
2,2,999,5,1,1,"74,00,000.00","7,407.41"
1,2,769,5,2,1,"59,98,000.00","7,799.74"
2,2,1150,48,1,1,"1,49,00,000.00","12,956.52"
3,2,1525,5,1,1,"1,37,00,000.00","8,983.61"
3,2,1250,5,1,1,"1,25,00,000.00","10,000.00"
2,2,539,5,1,1,"83,00,000.00","15,398.89"
2,2,538,5,1,1,"1,48,00,000.00","27,509.29"
1,2,426,5,1,1,"62,00,000.00","14,553.99"
3,2,1386,5,1,1,"1,29,00,000.00","9,307.36"
2,2,505,5,1,1,"76,99,000.00","15,245.54"
2,2,455,5,1,1,"74,99,000.00","16,481.32"
3,2,633,5,1,1,"1,13,00,000.00","17,851.50"
2,2,534,5,1,1,"79,99,000.00","14,979.40"
2,2,1098,5,1,1,"89,99,000.00","8,195.81"
3,2,786,5,1,1,"1,18,00,000.00","15,012.72"
1,2,693,5,1,1,"66,99,000.00","9,666.67"
1,2,384,5,1,1,"1,08,00,000.00","28,125.00"
3,2,645,5,1,1,"1,15,00,000.00","17,829.46"
1,2,349,5,1,1,"56,00,000.00","16,045.85"
2,2,981,5,1,1,"87,99,000.00","8,969.42"
2,2,583,5,1,1,"82,99,000.00","14,234.99"
1,2,365,5,1,1,"57,99,000.00","15,887.67"
2,2,530,5,2,1,"77,00,000.00","14,528.30"
1,2,392,5,2,1,"54,00,000.00","13,775.51"
1,2,769,5,1,1,"61,52,000.00","8,000.00"
2,2,1137,5,1,1,"90,96,000.00","8,000.00"
1,2,650,5,1,2,"60,00,000.00","9,230.77"
2,2,930,5,1,2,"74,00,000.00","7,956.99"
2,2,990,5,1,2,"85,30,000.00","8,616.16"
3,2,1265,2,2,1,"68,75,000.00","5,434.78"
1,2,689,2,1,2,"33,41,000.00","4,849.06"
2,2,1155,5,2,1,"94,00,000.00","8,138.53"
1,2,715,5,1,2,"68,00,000.00","9,510.49"
1,2,670,2,2,1,"33,21,000.00","4,956.72"
2,2,1062,69,1,1,"1,40,00,000.00","13,182.67"
1,2,665,53,2,1,"37,00,000.00","5,563.91"
2,2,660,41,1,2,"1,25,00,000.00","18,939.39"
1,2,494,55,2,1,"39,00,000.00","7,894.74"
2,2,627,53,2,1,"46,00,000.00","7,336.52"
1,2,615,9,2,1,"26,00,000.00","4,227.64"
2,2,855,9,2,1,"35,00,000.00","4,093.57"
2,2,855,9,2,1,"35,50,000.00","4,152.05"
1,2,615,9,2,1,"25,50,000.00","4,146.34"
1,2,494,55,2,1,"40,00,000.00","8,097.17"
1,2,615,9,2,1,"25,00,000.00","4,065.04"
1,2,416,43,2,1,"25,00,000.00","6,009.62"
1,2,695,74,1,2,"28,75,000.00","4,136.69"
1,2,735,5,1,2,"69,75,000.00","9,489.80"
3,2,1625,27,1,2,"1,10,00,000.00","6,769.23"
2,2,1065,27,1,2,"80,00,000.00","7,511.74"
2,2,1065,27,1,1,"96,00,000.00","9,014.08"
2,2,1120,27,1,1,"90,00,000.00","8,035.71"
3,2,1625,27,1,1,"1,45,00,000.00","8,923.08"
2,2,1600,27,1,1,"1,18,00,000.00","7,375.00"
3,2,1805,27,1,1,"1,52,00,000.00","8,421.05"
2,2,1065,27,1,2,"90,00,000.00","8,450.70"
3,2,1625,27,1,2,"1,65,00,000.00","10,153.85"
2,2,1065,27,2,1,"90,00,000.00","8,450.70"
2,2,1225,27,1,2,"90,00,000.00","7,346.94"
3,2,1550,27,1,2,"1,26,00,000.00","8,129.03"
2,2,1220,27,1,1,"1,05,00,000.00","8,606.56"
1,2,600,18,1,2,"72,00,000.00","12,000.00"
2,2,950,21,2,1,"61,00,000.00","6,421.05"
3,2,1400,21,1,1,"79,90,000.00","5,707.14"
2,2,496,81,2,1,"1,30,00,000.00","26,209.68"
2,2,413,81,2,1,"1,14,00,000.00","27,602.91"
3,2,1750,81,1,2,"2,35,00,000.00","13,428.57"
2,2,1100,22,1,1,"1,45,00,000.00","13,181.82"
1,2,650,18,1,2,"75,00,000.00","11,538.46"
1,2,675,81,1,2,"79,00,000.00","11,703.70"
1,2,650,80,1,2,"41,00,000.00","6,307.69"
2,2,1080,37,2,1,"51,00,000.00","4,722.22"
2,2,1050,81,1,2,"1,45,00,000.00","13,809.52"
2,2,1400,81,1,2,"1,75,00,000.00","12,500.00"
2,2,950,101,1,2,"1,95,00,000.00","20,526.32"
1,2,650,81,1,2,"80,00,000.00","12,307.69"
1,2,622,81,1,2,"97,00,000.00","15,594.86"
1,2,700,18,1,2,"75,00,000.00","10,714.29"
2,2,1180,22,2,1,"1,25,00,000.00","10,593.22"
3,2,1400,81,1,2,"2,30,00,000.00","16,428.57"
1,2,750,18,1,2,"1,05,00,000.00","14,000.00"
2,2,620,47,2,1,"1,60,00,000.00","25,806.45"
3,2,937,47,2,1,"4,50,00,000.00","48,025.61"
1,2,316,47,2,1,"90,00,000.00","28,481.01"
1,2,476,47,2,1,"1,00,00,000.00","21,008.40"
3,2,762,47,2,1,"3,80,00,000.00","49,868.77"
2,2,726,47,2,1,"3,00,00,000.00","41,322.31"
1,2,700,101,1,2,"1,20,00,000.00","17,142.86"
2,2,1100,101,1,2,"1,40,00,000.00","12,727.27"
1,2,550,81,1,2,"69,99,000.00","12,725.45"
2,2,950,43,1,2,"1,55,00,000.00","16,315.79"
1,2,600,43,1,2,"1,10,00,000.00","18,333.33"
2,2,920,32,1,2,"1,70,00,000.00","18,478.26"
2,2,900,32,1,2,"1,80,00,000.00","20,000.00"
3,2,1120,32,1,2,"2,50,00,000.00","22,321.43"
2,2,1150,81,2,1,"1,60,00,000.00","13,913.04"
2,2,1150,81,2,1,"1,60,00,000.00","13,913.04"
1,2,740,81,2,1,"1,10,00,000.00","14,864.86"
2,2,980,32,1,2,"1,50,00,000.00","15,306.12"
3,2,1323,13,2,1,"2,59,00,000.00","19,576.72"
1,2,567,13,2,1,"1,07,00,000.00","18,871.25"
3,2,1500,17,1,2,"2,95,00,000.00","19,666.67"
1,2,711,5,2,1,"63,50,000.00","8,931.08"
2,2,1125,5,1,2,"98,98,000.00","8,798.22"
3,2,1352,110,1,2,"2,15,00,000.00","15,902.37"
1,2,528,81,1,2,"78,00,000.00","14,772.73"
1,2,700,81,1,2,"75,00,000.00","10,714.29"
1,2,700,81,1,2,"78,00,000.00","11,142.86"
1,2,765,5,1,1,"64,00,000.00","8,366.01"
1,2,768,5,1,2,"59,40,000.00","7,734.38"
1,2,800,14,2,1,"1,39,00,000.00","17,375.00"
2,2,1050,14,2,1,"1,75,00,000.00","16,666.67"
2,2,800,14,1,1,"1,75,00,000.00","21,875.00"
3,2,1650,13,1,1,"6,40,00,000.00","38,787.88"
2,2,1050,69,1,1,"1,77,00,000.00","16,857.14"
1,2,695,69,1,1,"1,20,00,000.00","17,266.19"
3,2,1550,69,1,1,"3,00,00,000.00","19,354.84"
2,2,1050,69,1,1,"2,15,00,000.00","20,476.19"
1,2,695,69,1,1,"1,95,00,000.00","28,057.55"
3,2,1550,69,1,1,"2,85,00,000.00","18,387.10"
2,2,1050,69,1,1,"2,10,00,000.00","20,000.00"
1,2,695,69,1,1,"1,15,00,000.00","16,546.76"
2,2,1050,69,1,1,"1,75,00,000.00","16,666.67"
1,2,710,71,1,2,"62,00,000.00","8,732.39"
1,2,710,71,1,2,"69,00,000.00","9,718.31"
1,2,720,71,1,2,"58,00,000.00","8,055.56"
2,2,975,5,1,2,"78,60,000.00","8,061.54"
2,2,1050,71,1,2,"86,50,000.00","8,238.10"
3,2,1550,69,1,1,"2,00,00,000.00","12,903.23"
1,2,400,55,2,1,"32,00,000.00","8,000.00"
2,2,550,9,1,1,"38,00,000.00","6,909.09"
2,2,744,35,1,2,"1,85,00,000.00","24,865.59"
1,2,393,20,2,1,"83,11,000.00","21,147.58"
1,2,399,20,2,1,"84,38,000.00","21,147.87"
2,2,1109,27,1,1,"88,00,000.00","7,935.08"
2,2,1165,27,1,1,"1,13,00,000.00","9,699.57"
2,2,1205,27,1,2,"1,05,00,000.00","8,713.69"
2,2,1180,27,1,1,"1,05,00,000.00","8,898.31"
3,2,1620,27,1,2,"1,50,00,000.00","9,259.26"
2,2,1250,27,1,1,"1,25,00,000.00","10,000.00"
2,2,1110,27,1,2,"80,00,000.00","7,207.21"
2,2,1200,27,1,1,"1,05,00,000.00","8,750.00"
2,2,630,27,1,2,"79,00,000.00","12,539.68"
2,2,1120,27,1,2,"80,00,000.00","7,142.86"
1,2,1150,27,1,1,"60,00,000.00","5,217.39"
1,2,630,27,1,1,"60,00,000.00","9,523.81"
1,2,650,27,1,1,"60,00,000.00","9,230.77"
1,2,590,27,1,1,"58,00,000.00","9,830.51"
3,2,1650,27,1,1,"1,25,00,000.00","7,575.76"
2,2,675,33,2,1,"90,00,000.00","13,333.33"
2,2,675,33,2,1,"1,40,00,000.00","20,740.74"
2,2,666,27,1,2,"75,00,000.00","11,261.26"
2,2,1120,27,1,1,"1,00,00,000.00","8,928.57"
3,2,1540,27,1,2,"1,35,00,000.00","8,766.23"
2,2,1100,27,1,2,"85,00,000.00","7,727.27"
3,2,1650,27,1,2,"1,38,00,000.00","8,363.64"
3,2,1650,27,1,2,"1,30,00,000.00","7,878.79"
1,2,705,27,2,2,"55,00,000.00","7,801.42"
1,2,590,27,1,2,"50,00,000.00","8,474.58"
2,2,1065,27,1,2,"95,50,000.00","8,967.14"
1,2,610,27,1,2,"56,00,000.00","9,180.33"
2,2,1080,27,1,1,"1,05,00,000.00","9,722.22"
2,2,1000,27,1,1,"90,00,000.00","9,000.00"
1,2,610,27,1,1,"55,00,000.00","9,016.39"
2,2,510,27,1,1,"70,00,000.00","13,725.49"
1,2,510,27,1,1,"45,00,000.00","8,823.53"
2,2,1165,27,1,1,"1,00,00,000.00","8,583.69"
1,2,715,27,1,2,"60,00,000.00","8,391.61"
1,2,490,23,2,1,"27,00,000.00","5,510.20"
1,2,410,57,1,2,"74,00,000.00","18,048.78"
1,2,444,19,2,1,"75,00,000.00","16,891.89"
1,2,590,32,1,2,"1,05,00,000.00","17,796.61"
1,2,378,20,2,1,"67,99,000.00","17,986.77"
2,2,509,20,1,1,"1,11,00,000.00","21,807.47"
2,2,527,20,1,1,"1,15,00,000.00","21,821.63"
2,2,510,20,1,1,"1,12,00,000.00","21,960.78"
1,2,570,20,2,1,"83,00,000.00","14,561.40"
3,2,1800,72,1,2,"3,80,00,000.00","21,111.11"
2,2,1200,72,1,2,"1,70,00,000.00","14,166.67"
2,2,1300,72,1,2,"3,00,00,000.00","23,076.92"
3,2,1450,68,1,2,"2,85,00,000.00","19,655.17"
2,2,1200,101,1,2,"2,20,00,000.00","18,333.33"
3,2,1590,101,1,2,"2,75,00,000.00","17,295.60"
2,2,732,30,1,1,"2,55,00,000.00","34,836.07"
2,2,1250,26,1,2,"1,30,00,000.00","10,400.00"
1,2,670,37,2,1,"28,00,000.00","4,179.10"
1,2,500,23,2,1,"33,00,000.00","6,600.00"
2,2,650,23,2,1,"51,00,000.00","7,846.15"
2,2,1071,5,1,1,"97,00,000.00","9,056.96"
1,2,481,19,2,1,"84,00,000.00","17,463.62"
3,2,829,19,2,1,"1,54,00,000.00","18,576.60"
1,2,471,19,2,1,"84,00,000.00","17,834.39"
2,2,617,19,2,1,"1,18,00,000.00","19,124.80"
4,2,1800,1,1,2,"4,25,00,000.00","23,611.11"
4,2,1680,1,1,2,"2,90,00,000.00","17,261.90"
4,2,1900,1,1,2,"4,00,00,000.00","21,052.63"
3,2,1962,48,1,1,"2,99,00,000.00","15,239.55"
