bhk,type,area,region,status,age, Final_price , Price_per_sqft 
1,2,653,19,1,2,"58,99,000.00","9,033.69"
2,2,806,20,2,1,"1,24,00,000.00","15,384.62"
1,2,750,5,2,1,"56,00,000.00","7,466.67"
1,2,934,2,2,1,"51,01,000.00","5,461.46"
4,2,1300,5,2,1,"2,30,00,000.00","17,692.31"
3,2,900,5,2,1,"1,54,00,000.00","17,111.11"
3,2,900,5,2,1,"1,54,00,000.00","17,111.11"
2,2,780,39,1,2,"52,00,000.00","6,666.67"
1,2,545,39,1,2,"33,50,000.00","6,146.79"
2,2,925,15,1,2,"51,00,000.00","5,513.51"
2,2,965,15,1,2,"54,00,000.00","5,595.85"
1,2,580,15,1,1,"40,00,000.00","6,896.55"
1,2,595,39,1,2,"41,00,000.00","6,890.76"
1,2,575,39,1,2,"29,00,000.00","5,043.48"
1,2,550,98,1,2,"29,00,000.00","5,272.73"
2,2,880,5,1,1,"78,00,000.00","8,863.64"
2,2,980,5,1,2,"1,00,00,000.00","10,204.08"
2,2,880,5,1,2,"87,00,000.00","9,886.36"
2,2,900,5,1,1,"85,00,000.00","9,444.44"
1,2,600,5,1,2,"62,00,000.00","10,333.33"
2,2,1055,5,1,2,"1,05,00,000.00","9,952.61"
2,2,900,5,1,2,"68,00,000.00","7,555.56"
1,2,560,5,2,1,"49,00,000.00","8,750.00"
1,2,600,5,1,2,"50,00,000.00","8,333.33"
1,2,600,5,2,1,"63,00,000.00","10,500.00"
2,2,900,5,1,2,"85,00,000.00","9,444.44"
2,2,1050,5,1,2,"80,00,000.00","7,619.05"
2,2,1100,5,1,2,"85,00,000.00","7,727.27"
2,2,1020,5,1,2,"61,00,000.00","5,980.39"
1,2,655,5,1,2,"63,00,000.00","9,618.32"
1,2,650,5,1,2,"54,00,000.00","8,307.69"
2,2,750,5,1,2,"66,00,000.00","8,800.00"
2,2,840,5,1,2,"76,00,000.00","9,047.62"
2,2,900,5,1,2,"55,00,000.00","6,111.11"
1,2,514,5,1,2,"55,00,000.00","10,700.39"
1,2,531,5,1,2,"55,00,000.00","10,357.82"
1,2,514,5,1,2,"55,00,000.00","10,700.39"
2,2,700,5,1,2,"63,00,000.00","9,000.00"
2,2,950,5,1,2,"78,00,000.00","8,210.53"
2,2,726,5,1,2,"78,00,000.00","10,743.80"
1,2,715,5,1,2,"73,00,000.00","10,209.79"
1,2,745,5,1,2,"70,00,000.00","9,395.97"
1,2,514,5,1,2,"52,00,000.00","10,116.73"
2,2,950,5,1,2,"77,00,000.00","8,105.26"
3,2,1250,5,1,2,"96,00,000.00","7,680.00"
1,2,620,5,1,2,"51,00,000.00","8,225.81"
1,2,513,5,1,2,"50,00,000.00","9,746.59"
1,2,513,5,1,2,"60,00,000.00","11,695.91"
1,2,620,5,1,2,"58,00,000.00","9,354.84"
1,2,512,5,1,2,"55,00,000.00","10,742.19"
2,2,3000,5,1,2,"2,28,00,000.00","7,600.00"
1,2,520,5,1,2,"62,00,000.00","11,923.08"
2,2,805,5,1,2,"62,00,000.00","7,701.86"
1,2,690,5,1,2,"60,00,000.00","8,695.65"
1,2,695,5,1,2,"58,00,000.00","8,345.32"
2,2,850,5,1,2,"68,00,000.00","8,000.00"
1,2,600,19,1,2,"40,00,000.00","6,666.67"
1,2,505,3,1,2,"84,99,000.00","16,829.70"
1,2,500,19,1,1,"40,00,000.00","8,000.00"
2,2,986,19,1,2,"1,55,00,000.00","15,720.08"
1,2,520,19,1,2,"1,05,00,000.00","20,192.31"
1,2,446,9,1,1,"21,00,000.00","4,708.52"
2,2,808,19,1,1,"1,64,00,000.00","20,297.03"
1,2,450,19,1,1,"82,00,000.00","18,222.22"
4,2,1753,19,1,1,"3,96,00,000.00","22,589.85"
3,2,1324,19,1,1,"2,68,00,000.00","20,241.69"
2,2,598,19,1,1,"1,19,00,000.00","19,899.67"
3,2,991,19,1,1,"2,03,00,000.00","20,484.36"
2,2,663,19,1,1,"1,37,00,000.00","20,663.65"
2,2,761,19,1,1,"1,55,00,000.00","20,367.94"
3,2,944,19,1,1,"1,95,00,000.00","20,656.78"
2,2,632,19,1,1,"1,30,00,000.00","20,569.62"
3,2,1500,17,1,2,"4,00,00,000.00","26,666.67"
2,2,1004,19,1,2,"1,18,00,000.00","11,752.99"
1,2,480,53,2,1,"47,00,000.00","9,791.67"
1,2,725,37,2,1,"41,95,000.00","5,786.21"
2,2,900,22,1,2,"1,30,00,000.00","14,444.44"
3,2,1800,30,2,1,"2,72,00,000.00","15,111.11"
2,2,1050,59,2,1,"2,20,00,000.00","20,952.38"
3,2,1225,59,1,2,"2,35,00,000.00","19,183.67"
2,2,1475,76,1,2,"4,20,00,000.00","28,474.58"
2,2,1275,76,1,2,"3,75,00,000.00","29,411.76"
3,2,1802,78,1,2,"5,50,00,000.00","30,521.64"
2,2,539,5,1,1,"83,00,000.00","15,398.89"
2,2,538,5,1,1,"1,48,00,000.00","27,509.29"
1,2,426,5,1,1,"62,00,000.00","14,553.99"
2,2,505,5,1,1,"76,99,000.00","15,245.54"
2,2,455,5,1,1,"74,99,000.00","16,481.32"
3,2,633,5,1,1,"1,13,00,000.00","17,851.50"
2,2,534,5,1,1,"79,99,000.00","14,979.40"
2,2,1098,5,1,1,"89,99,000.00","8,195.81"
3,2,786,5,1,1,"1,18,00,000.00","15,012.72"
1,2,693,5,1,1,"66,99,000.00","9,666.67"
1,2,384,5,1,1,"1,08,00,000.00","28,125.00"
3,2,645,5,1,1,"1,15,00,000.00","17,829.46"
1,2,349,5,1,1,"56,00,000.00","16,045.85"
2,2,981,5,1,1,"87,99,000.00","8,969.42"
2,2,583,5,1,1,"82,99,000.00","14,234.99"
1,2,365,5,1,1,"57,99,000.00","15,887.67"
1,2,794,35,2,1,"1,36,00,000.00","17,128.46"
3,2,1386,5,1,1,"1,29,00,000.00","9,307.36"
1,2,227,5,1,1,"34,99,000.00","15,414.10"
1,2,323,5,1,1,"43,00,000.00","13,312.69"
1,2,290,5,1,1,"39,99,000.00","13,789.66"
1,2,344,5,2,1,"35,99,000.00","10,462.21"
1,1,204,5,2,1,"21,99,000.00","10,779.41"
1,2,348,5,2,1,"37,99,000.00","10,916.67"
1,2,364,5,2,1,"55,49,000.00","15,244.51"
1,2,320,5,2,1,"52,49,000.00","16,403.13"
2,2,650,5,2,1,"1,08,00,000.00","16,615.38"
2,2,779,29,1,1,"1,29,00,000.00","16,559.69"
1,2,650,13,1,2,"1,06,00,000.00","16,307.69"
1,2,650,13,1,2,"1,06,00,000.00","16,307.69"
3,2,1400,19,1,2,"1,70,00,000.00","12,142.86"
1,2,320,13,2,1,"69,90,000.00","21,843.75"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
3,2,1350,1,1,2,"2,60,00,000.00","19,259.26"
2,2,1450,7,1,2,"90,00,000.00","6,206.90"
1,2,490,54,1,2,"25,00,000.00","5,102.04"
1,2,413,19,2,1,"51,99,000.00","12,588.38"
2,2,756,95,1,1,"1,40,00,000.00","18,518.52"
1,2,655,5,1,2,"64,00,000.00","9,770.99"
2,2,960,52,1,2,"1,35,00,000.00","14,062.50"
3,2,1400,52,1,2,"1,95,00,000.00","13,928.57"
2,2,790,52,1,2,"1,49,00,000.00","18,860.76"
1,2,560,25,1,2,"31,00,000.00","5,535.71"
1,2,640,25,1,2,"31,50,000.00","4,921.88"
1,2,685,25,1,1,"42,00,000.00","6,131.39"
1,2,645,39,1,2,"29,00,000.00","4,496.12"
2,2,900,25,1,2,"39,00,000.00","4,333.33"
2,2,905,25,1,2,"43,50,000.00","4,806.63"
1,2,600,14,1,2,"1,20,00,000.00","20,000.00"
1,2,740,14,1,2,"1,18,00,000.00","15,945.95"
3,2,1550,14,2,1,"2,60,00,000.00","16,774.19"
1,2,625,19,2,1,"44,90,000.00","7,184.00"
1,1,460,3,1,2,"73,00,000.00","15,869.57"
2,2,684,19,1,1,"1,18,00,000.00","17,251.46"
2,2,1000,1,2,1,"1,80,00,000.00","18,000.00"
2,2,950,5,1,2,"65,00,000.00","6,842.11"
2,2,1200,28,1,1,"1,00,00,000.00","8,333.33"
1,2,650,28,1,2,"62,00,000.00","9,538.46"
1,2,670,4,1,1,"69,00,000.00","10,298.51"
2,2,1100,4,1,2,"95,00,000.00","8,636.36"
1,2,600,95,1,2,"1,18,00,000.00","19,666.67"
3,2,751,2,2,1,"57,00,000.00","7,589.88"
1,2,407,2,2,1,"32,00,000.00","7,862.41"
1,1,409,24,1,2,"75,00,000.00","18,337.41"
2,2,1050,5,2,1,"76,00,000.00","7,238.10"
2,2,948,8,2,1,"1,65,00,000.00","17,405.06"
1,2,550,14,1,2,"90,00,000.00","16,363.64"
2,2,1000,14,1,2,"2,25,00,000.00","22,500.00"
2,2,1299,1,1,2,"4,65,00,000.00","35,796.77"
2,2,990,41,1,2,"1,21,00,000.00","12,222.22"
1,2,769,5,1,1,"70,00,000.00","9,102.73"
4,2,3400,106,1,2,"13,20,00,000.00","38,823.53"
3,2,2850,118,1,2,"7,30,00,000.00","25,614.04"
3,2,1802,78,1,2,"5,40,00,000.00","29,966.70"
2,2,882,83,2,1,"1,23,00,000.00","13,945.58"
1,2,665,16,1,1,"54,50,000.00","8,195.49"
2,2,840,52,1,2,"1,40,00,000.00","16,666.67"
4,2,1763,41,2,1,"4,04,00,000.00","22,915.48"
2,2,761,41,2,1,"1,81,00,000.00","23,784.49"
2,2,750,24,2,1,"1,11,00,000.00","14,800.00"
2,2,1050,95,1,2,"2,00,00,000.00","19,047.62"
4,2,2541,41,2,1,"3,75,00,000.00","14,757.97"
4,2,2541,41,2,1,"3,80,00,000.00","14,954.74"
4,2,2660,41,2,1,"3,55,00,000.00","13,345.86"
2,2,797,69,2,1,"1,98,00,000.00","24,843.16"
2,2,593,19,2,1,"1,04,00,000.00","17,537.94"
2,2,562,19,2,1,"89,99,000.00","16,012.46"
2,2,1500,76,1,2,"5,10,00,000.00","34,000.00"
2,2,1388,78,1,2,"4,92,00,000.00","35,446.69"
2,2,1388,78,1,2,"5,00,00,000.00","36,023.05"
4,2,2400,76,1,2,"9,00,00,000.00","37,500.00"
3,2,1770,78,1,2,"6,60,00,000.00","37,288.14"
3,2,1650,76,1,2,"5,50,00,000.00","33,333.33"
3,2,1950,50,1,2,"6,75,00,000.00","34,615.38"
3,2,2403,50,1,2,"6,60,00,000.00","27,465.67"
2,2,860,20,1,2,"1,06,00,000.00","12,325.58"
2,2,1050,19,1,2,"1,08,00,000.00","10,285.71"
2,2,999,19,1,2,"1,10,00,000.00","11,011.01"
1,2,750,19,1,1,"75,00,000.00","10,000.00"
3,2,1320,40,2,1,"2,16,00,000.00","16,363.64"
3,2,1208,24,2,1,"3,38,00,000.00","27,980.13"
3,2,1076,24,2,1,"3,01,00,000.00","27,973.98"
3,2,999,24,2,1,"2,79,00,000.00","27,927.93"
3,2,1002,24,2,1,"2,80,00,000.00","27,944.11"
3,2,1235,24,2,1,"3,45,00,000.00","27,935.22"
3,2,1162,24,2,1,"3,25,00,000.00","27,969.02"
3,2,1129,24,2,1,"3,16,00,000.00","27,989.37"
2,2,889,24,2,1,"2,48,00,000.00","27,896.51"
3,2,998,24,2,1,"2,79,00,000.00","27,955.91"
2,2,715,24,2,1,"2,00,00,000.00","27,972.03"
2,2,747,24,2,1,"2,09,00,000.00","27,978.58"
2,2,484,31,2,1,"29,54,000.00","6,103.31"
1,2,318,31,2,1,"21,26,000.00","6,685.53"
2,2,474,31,2,1,"29,65,000.00","6,255.27"
1,2,157,31,2,1,"16,04,000.00","10,216.56"
1,2,419,95,2,1,"1,07,00,000.00","25,536.99"
2,2,560,95,2,1,"1,39,00,000.00","24,821.43"
1,2,272,95,2,1,"63,36,000.00","23,294.12"
3,2,960,41,2,1,"2,48,00,000.00","25,833.33"
1,2,459,43,2,1,"1,21,00,000.00","26,361.66"
2,2,915,43,2,1,"2,40,00,000.00","26,229.51"
1,2,454,43,2,1,"1,20,00,000.00","26,431.72"
2,2,747,43,2,1,"1,90,00,000.00","25,435.07"
5,2,7500,82,1,2,"45,00,00,000.00","60,000.00"
4,2,2800,76,1,2,"10,50,00,000.00","37,500.00"
1,2,765,14,2,1,"1,10,00,000.00","14,379.08"
2,2,1100,14,1,2,"1,60,00,000.00","14,545.45"
3,2,1600,37,2,1,"88,90,000.00","5,556.25"
1,2,675,33,2,1,"27,00,000.00","4,000.00"
1,2,675,17,1,2,"1,40,00,000.00","20,740.74"
3,2,1500,32,1,2,"3,75,00,000.00","25,000.00"
2,2,623,30,2,1,"1,73,00,000.00","27,768.86"
1,2,680,28,1,2,"62,00,000.00","9,117.65"
1,2,688,5,1,2,"58,00,000.00","8,430.23"
1,2,730,5,1,1,"65,00,000.00","8,904.11"
2,2,780,52,1,2,"1,60,00,000.00","20,512.82"
2,2,840,52,1,2,"1,75,00,000.00","20,833.33"
1,2,426,48,1,2,"56,00,000.00","13,145.54"
1,2,423,5,2,1,"32,73,000.00","7,737.59"
4,2,3600,106,1,2,"12,90,00,000.00","35,833.33"
4,2,2400,76,1,2,"9,90,00,000.00","41,250.00"
1,2,740,41,2,1,"1,10,00,000.00","14,864.86"
1,2,415,5,2,1,"38,36,000.00","9,243.37"
1,1,400,15,1,2,"26,00,000.00","6,500.00"
1,2,665,53,2,1,"34,70,000.00","5,218.05"
1,2,650,43,1,2,"1,18,00,000.00","18,153.85"
1,2,504,5,1,2,"48,00,000.00","9,523.81"
1,2,726,8,2,1,"1,45,00,000.00","19,972.45"
2,2,755,8,2,1,"1,50,00,000.00","19,867.55"
2,2,950,8,1,1,"2,09,00,000.00","22,000.00"
2,2,900,8,1,1,"2,10,00,000.00","23,333.33"
2,2,950,8,1,1,"2,10,00,000.00","22,105.26"
2,2,950,8,1,1,"2,09,00,000.00","22,000.00"
3,2,2000,1,2,1,"3,49,00,000.00","17,450.00"
3,2,1800,72,2,1,"2,99,00,000.00","16,611.11"
2,2,1400,72,2,1,"1,99,00,000.00","14,214.29"
2,2,1900,101,1,2,"2,30,00,000.00","12,105.26"
2,2,542,32,2,1,"1,55,00,000.00","28,597.79"
1,2,430,32,2,1,"1,05,00,000.00","24,418.60"
1,2,430,32,2,1,"1,05,00,000.00","24,418.60"
1,2,430,32,2,1,"1,05,00,000.00","24,418.60"
2,2,489,24,2,1,"1,15,00,000.00","23,517.38"
2,2,489,24,2,1,"1,15,00,000.00","23,517.38"
2,2,599,24,2,1,"1,40,00,000.00","23,372.29"
2,2,545,41,2,1,"1,05,00,000.00","19,266.06"
2,2,545,41,2,1,"1,05,00,000.00","19,266.06"
2,2,545,41,2,1,"1,05,00,000.00","19,266.06"
2,2,545,41,2,1,"1,05,00,000.00","19,266.06"
2,2,545,41,2,1,"1,05,00,000.00","19,266.06"
1,2,418,41,2,1,"78,00,000.00","18,660.29"
1,2,418,41,2,1,"78,00,000.00","18,660.29"
1,2,418,41,2,1,"78,00,000.00","18,660.29"
1,2,367,41,2,1,"71,00,000.00","19,346.05"
1,2,367,41,2,1,"71,00,000.00","19,346.05"
1,2,367,41,2,1,"71,00,000.00","19,346.05"
1,2,367,41,2,1,"71,00,000.00","19,346.05"
2,2,599,24,2,1,"1,40,00,000.00","23,372.29"
2,2,599,24,2,1,"1,40,00,000.00","23,372.29"
2,2,599,24,2,1,"1,40,00,000.00","23,372.29"
2,2,762,17,1,2,"2,00,00,000.00","26,246.72"
3,2,1500,17,1,2,"3,40,00,000.00","22,666.67"
5,2,3855,6,1,1,"19,00,00,000.00","49,286.64"
1,2,635,24,1,1,"81,00,000.00","12,755.91"
4,2,2450,128,1,2,"12,00,00,000.00","48,979.59"
4,2,2450,128,1,2,"12,50,00,000.00","51,020.41"
1,2,674,95,1,1,"84,25,000.00","12,500.00"
1,2,870,95,1,1,"1,08,00,000.00","12,413.79"
1,2,705,95,1,1,"88,12,000.00","12,499.29"
2,2,1029,95,1,1,"1,28,00,000.00","12,439.26"
2,2,993,95,1,1,"1,24,00,000.00","12,487.41"
2,2,1025,95,1,1,"1,28,00,000.00","12,487.80"
1,2,839,95,1,1,"1,04,00,000.00","12,395.71"
1,2,695,95,1,1,"86,87,000.00","12,499.28"
1,2,685,95,1,1,"85,62,000.00","12,499.27"
1,2,681,95,1,1,"85,12,000.00","12,499.27"
2,2,948,95,1,1,"1,18,00,000.00","12,447.26"
1,2,710,95,1,1,"88,75,000.00","12,500.00"
2,2,980,95,1,1,"1,22,00,000.00","12,448.98"
1,2,890,95,1,1,"1,11,00,000.00","12,471.91"
5,2,7200,82,1,2,"60,00,00,000.00","83,333.33"
4,2,2780,19,1,2,"4,50,00,000.00","16,187.05"
3,2,1320,27,2,1,"68,00,000.00","5,151.52"
2,2,1100,3,1,2,"3,75,00,000.00","34,090.91"
2,2,1050,5,1,1,"95,00,000.00","9,047.62"
3,2,1102,41,2,1,"2,90,00,000.00","26,315.79"
2,2,837,41,2,1,"2,18,00,000.00","26,045.40"
4,2,2050,20,1,2,"8,00,00,000.00","39,024.39"
2,2,489,24,2,1,"1,15,00,000.00","23,517.38"
2,2,792,52,2,1,"2,00,00,000.00","25,252.53"
2,2,792,52,2,1,"2,00,00,000.00","25,252.53"
2,2,792,52,2,1,"2,00,00,000.00","25,252.53"
2,2,476,52,2,1,"1,30,00,000.00","27,310.92"
2,2,467,52,2,1,"1,20,00,000.00","25,695.93"
2,2,467,52,2,1,"1,24,00,000.00","26,552.46"
1,2,353,52,2,1,"81,00,000.00","22,946.18"
1,2,353,52,2,1,"81,00,000.00","22,946.18"
1,2,353,52,2,1,"81,00,000.00","22,946.18"
1,2,353,52,2,1,"81,00,000.00","22,946.18"
3,2,1149,19,1,2,"81,50,000.00","7,093.12"
1,2,775,44,1,1,"1,09,00,000.00","14,064.52"
1,2,755,44,1,1,"1,06,00,000.00","14,039.74"
1,2,755,44,1,1,"1,06,00,000.00","14,039.74"
1,2,665,44,1,1,"94,00,000.00","14,135.34"
3,2,2013,24,2,1,"4,15,00,000.00","20,616.00"
3,2,1935,24,2,1,"3,65,00,000.00","18,863.05"
3,2,1879,24,2,1,"3,87,00,000.00","20,596.06"
2,2,1201,24,2,1,"2,60,00,000.00","21,648.63"
1,2,700,41,2,1,"1,34,00,000.00","19,142.86"
2,2,800,41,1,1,"2,50,00,000.00","31,250.00"
2,2,800,41,1,1,"2,50,00,000.00","31,250.00"
2,2,800,41,1,1,"2,50,00,000.00","31,250.00"
2,2,749,41,1,1,"2,25,00,000.00","30,040.05"
2,2,749,41,1,1,"2,25,00,000.00","30,040.05"
2,2,749,41,1,1,"2,25,00,000.00","30,040.05"
2,2,1072,24,2,1,"1,70,00,000.00","15,858.21"
2,2,1019,24,2,1,"1,70,00,000.00","16,683.02"
2,2,1019,24,2,1,"1,70,00,000.00","16,683.02"
1,2,625,19,1,2,"51,50,000.00","8,240.00"
2,2,970,17,1,2,"1,90,00,000.00","19,587.63"
2,2,1250,17,1,2,"3,75,00,000.00","30,000.00"
2,2,956,19,1,2,"74,99,000.00","7,844.14"
2,2,920,52,1,1,"1,25,00,000.00","13,586.96"
2,2,920,52,1,1,"1,25,00,000.00","13,586.96"
1,2,478,52,1,1,"66,00,000.00","13,807.53"
1,2,550,5,1,2,"66,00,000.00","12,000.00"
2,2,900,28,1,2,"65,00,000.00","7,222.22"
4,2,1549,101,2,1,"3,80,00,000.00","24,531.96"
3,2,1161,101,2,1,"2,35,00,000.00","20,241.17"
2,2,729,101,2,1,"1,20,00,000.00","16,460.91"
1,2,470,101,2,1,"80,00,000.00","17,021.28"
3,2,1105,26,2,1,"1,30,00,000.00","11,764.71"
2,2,828,26,2,1,"85,00,000.00","10,265.70"
3,2,1100,41,2,1,"2,45,00,000.00","22,272.73"
2,2,780,41,2,1,"1,90,00,000.00","24,358.97"
2,2,1267,50,2,1,"4,72,00,000.00","37,253.35"
3,2,1400,83,1,2,"2,65,00,000.00","18,928.57"
3,2,950,13,1,2,"1,85,00,000.00","19,473.68"
2,2,750,64,1,2,"2,50,00,000.00","33,333.33"
2,2,698,41,2,1,"1,71,00,000.00","24,498.57"
2,2,900,19,1,2,"1,10,00,000.00","12,222.22"
2,2,722,3,2,1,"2,23,00,000.00","30,886.43"
1,2,502,3,2,1,"1,60,00,000.00","31,872.51"
1,2,502,3,2,1,"1,60,00,000.00","31,872.51"
1,2,474,3,2,1,"1,46,00,000.00","30,801.69"
1,2,353,52,2,1,"81,00,000.00","22,946.18"
2,2,568,95,1,1,"1,35,00,000.00","23,767.61"
1,2,433,95,1,1,"94,00,000.00","21,709.01"
1,2,433,95,1,1,"94,00,000.00","21,709.01"
1,2,310,95,1,1,"71,00,000.00","22,903.23"
1,2,310,95,1,1,"71,00,000.00","22,903.23"
1,2,310,95,1,1,"71,00,000.00","22,903.23"
1,2,310,95,1,1,"71,00,000.00","22,903.23"
1,2,467,41,2,1,"1,24,00,000.00","26,552.46"
1,2,342,48,2,1,"60,00,000.00","17,543.86"
1,2,497,41,2,1,"1,32,00,000.00","26,559.36"
1,2,497,41,2,1,"1,32,00,000.00","26,559.36"
3,2,1243,77,1,1,"6,90,00,000.00","55,510.86"
1,2,508,69,1,2,"1,17,00,000.00","23,031.50"
3,2,1400,19,1,2,"1,62,00,000.00","11,571.43"
1,2,689,24,2,1,"1,16,00,000.00","16,835.99"
1,2,689,24,2,1,"1,16,00,000.00","16,835.99"
2,2,990,41,2,1,"1,99,00,000.00","20,101.01"
2,2,990,41,2,1,"1,99,00,000.00","20,101.01"
2,2,990,41,2,1,"1,90,00,000.00","19,191.92"
1,2,699,41,2,1,"1,34,00,000.00","19,170.24"
1,2,699,41,2,1,"1,34,00,000.00","19,170.24"
1,2,699,41,2,1,"1,34,00,000.00","19,170.24"
2,2,1054,24,2,1,"1,70,00,000.00","16,129.03"
2,2,1054,24,2,1,"1,30,00,000.00","12,333.97"
1,2,772,24,2,1,"1,30,00,000.00","16,839.38"
1,2,772,24,2,1,"1,25,00,000.00","16,191.71"
1,2,726,24,2,1,"1,17,00,000.00","16,115.70"
1,2,726,24,2,1,"1,15,00,000.00","15,840.22"
1,2,726,24,2,1,"1,17,00,000.00","16,115.70"
2,2,670,17,1,2,"1,98,00,000.00","29,552.24"
1,2,693,52,1,1,"94,00,000.00","13,564.21"
1,2,693,52,1,1,"94,00,000.00","13,564.21"
1,2,478,52,1,1,"66,00,000.00","13,807.53"
2,2,1165,22,1,1,"1,20,00,000.00","10,300.43"
1,1,750,22,1,1,"88,00,000.00","11,733.33"
2,2,1000,17,1,2,"3,15,00,000.00","31,500.00"
2,2,900,77,2,2,"3,25,00,000.00","36,111.11"
3,2,1175,19,1,2,"1,75,00,000.00","14,893.62"
1,2,402,41,2,1,"1,10,00,000.00","27,363.18"
3,5,4500,17,1,1,"9,50,00,000.00","21,111.11"
2,2,1000,4,2,1,"1,10,00,000.00","11,000.00"
3,2,1111,19,1,2,"99,00,000.00","8,910.89"
2,2,1150,19,1,2,"1,68,00,000.00","14,608.70"
2,2,1108,19,1,2,"1,58,00,000.00","14,259.93"
2,2,1215,27,1,1,"88,00,000.00","7,242.80"
2,2,1210,27,1,1,"96,00,000.00","7,933.88"
1,2,625,19,1,2,"40,99,000.00","6,558.40"
1,2,602,19,1,2,"44,50,000.00","7,392.03"
1,2,467,41,2,1,"1,24,00,000.00","26,552.46"
2,2,572,41,2,1,"1,40,00,000.00","24,475.52"
2,2,572,41,2,1,"1,40,00,000.00","24,475.52"
2,2,572,41,2,1,"1,40,00,000.00","24,475.52"
2,2,572,41,2,1,"1,40,00,000.00","24,475.52"
2,2,558,52,2,1,"1,70,00,000.00","30,465.95"
2,2,572,41,2,1,"1,40,00,000.00","24,475.52"
2,2,572,41,2,1,"1,40,00,000.00","24,475.52"
2,2,572,41,2,1,"1,40,00,000.00","24,475.52"
1,2,625,19,1,2,"41,99,000.00","6,718.40"
3,2,2072,43,2,1,"3,85,00,000.00","18,581.08"
3,2,1313,17,1,2,"2,75,00,000.00","20,944.40"
1,1,400,1,1,2,"1,15,00,000.00","28,750.00"
2,2,950,22,1,2,"1,25,00,000.00","13,157.89"
3,2,1545,17,1,2,"3,25,00,000.00","21,035.60"
1,2,755,44,2,1,"90,00,000.00","11,920.53"
1,2,709,44,2,1,"90,00,000.00","12,693.94"
1,2,696,44,2,1,"90,00,000.00","12,931.03"
1,2,684,44,2,1,"90,00,000.00","13,157.89"
1,2,710,43,1,2,"1,31,00,000.00","18,450.70"
1,2,580,37,1,2,"32,00,000.00","5,517.24"
3,2,1450,17,1,2,"2,98,00,000.00","20,551.72"
2,2,898,41,2,1,"1,13,00,000.00","12,583.52"
2,2,898,41,2,1,"1,13,00,000.00","12,583.52"
1,2,690,41,1,1,"84,56,000.00","12,255.07"
3,2,1500,47,2,1,"1,59,00,000.00","10,600.00"
2,2,898,41,2,1,"1,13,00,000.00","12,583.52"
1,2,690,41,1,1,"84,56,000.00","12,255.07"
2,2,1015,41,2,1,"1,96,00,000.00","19,310.34"
2,2,950,4,1,2,"80,00,000.00","8,421.05"
2,2,1125,24,1,2,"2,56,00,000.00","22,755.56"
1,2,775,41,2,1,"1,12,00,000.00","14,451.61"
2,2,1150,95,1,2,"2,05,00,000.00","17,826.09"
2,2,1150,95,1,2,"1,92,00,000.00","16,695.65"
2,2,1100,19,1,2,"1,66,00,000.00","15,090.91"
2,2,989,19,1,2,"94,75,000.00","9,580.38"
1,2,690,19,1,2,"76,00,000.00","11,014.49"
2,2,860,19,1,2,"77,00,000.00","8,953.49"
2,2,1190,19,1,2,"1,22,00,000.00","10,252.10"
2,2,1060,19,1,2,"1,05,00,000.00","9,905.66"
1,2,600,95,2,1,"1,09,00,000.00","18,166.67"
1,2,252,2,1,1,"26,49,000.00","10,511.90"
1,2,625,41,1,2,"90,00,000.00","14,400.00"
3,2,1046,35,1,1,"3,60,00,000.00","34,416.83"
2,2,980,39,1,2,"48,00,000.00","4,897.96"
1,2,600,19,1,2,"57,00,000.00","9,500.00"
2,2,890,53,2,1,"90,00,000.00","10,112.36"
2,2,850,19,1,2,"1,25,00,000.00","14,705.88"
2,2,850,19,1,2,"95,00,000.00","11,176.47"
1,2,620,19,2,1,"54,10,000.00","8,725.81"
2,2,862,30,2,1,"1,34,00,000.00","15,545.24"
2,2,1020,30,1,2,"1,90,00,000.00","18,627.45"
1,2,735,37,2,1,"43,20,000.00","5,877.55"
1,2,620,37,1,2,"43,00,000.00","6,935.48"
2,2,890,37,2,1,"62,95,000.00","7,073.03"
2,2,890,37,2,1,"62,95,000.00","7,073.03"
2,2,850,19,1,2,"89,00,000.00","10,470.59"
2,2,980,22,1,2,"1,30,00,000.00","13,265.31"
4,2,2019,19,2,1,"4,20,00,000.00","20,802.38"
1,2,635,21,2,1,"35,00,000.00","5,511.81"
2,2,990,83,1,2,"1,55,00,000.00","15,656.57"
2,2,730,83,2,1,"1,16,00,000.00","15,890.41"
1,2,570,83,2,1,"90,00,000.00","15,789.47"
1,2,685,30,2,1,"92,36,000.00","13,483.21"
2,2,950,30,2,1,"1,27,00,000.00","13,368.42"
1,2,615,30,2,1,"81,18,000.00","13,200.00"
3,2,1350,30,1,2,"2,25,00,000.00","16,666.67"
2,2,990,53,1,2,"76,00,000.00","7,676.77"
